author,title,fragment
Есенин С.А.,Воспоминание,"За окном, у ворот
Вьюга завывает,
А на печке старик
Юность вспоминает.
«Эх, была-де пора,
Жил, тоски не зная,
Лишь кутил да гулял,
Песни распевая.
А теперь, что за жизнь?
В тоске изнываю
И порой о тех днях
С грустью вспоминаю.
Погулял на веку,
Говорят, довольно.
Размахнуть старину
Не дают раздолья.
Полно, дескать, старик,
Не дури ты много,
Твой конец не велик,
Жизнь твоя у гроба.
Ну и что ж, покорюсь, —
Видно, моя доля.
Придет им тоже час
Старческого горя».
За окном, у ворот
Вьюга завывает,
А на печке старик
С грустью засыпает."
Есенин С.А.,Зима,"Вот уж осень улетела
И примчалася зима.
Как на крыльях, прилетела
Невидимо вдруг она.
Вот морозы затрещали
И сковали все пруды.
И мальчишки закричали
Ей «спасибо» за труды.
Вот появилися узоры
На стеклах дивной красоты.
Все устремили свои взоры,
Глядя на это. С высоты
Снег падает, мелькает, вьется,
Ложится белой пеленой.
Вот солнце в облаках мигает,
И иней на снегу сверкает."
Есенин С.А.,Письмо к женщине,"Вы помните,
Вы всё, конечно, помните,
Как я стоял,
Приблизившись к стене,
Взволнованно ходили вы по комнате
И что-то резкое
В лицо бросали мне.
Вы говорили:
Нам пора расстаться,
Что вас измучила
Моя шальная жизнь,
Что вам пора за дело приниматься,
А мой удел —
Катиться дальше, вниз.
Любимая!
Меня вы не любили.
Не знали вы, что в сонмище людском
Я был, как лошадь, загнанная в мыле,
Пришпоренная смелым ездоком.
Не знали вы,
Что я в сплошном дыму,
В развороченном бурей быте
С того и мучаюсь, что не пойму —
Куда несет нас рок событий.
Лицом к лицу
Лица не увидать.
Большое видится на расстоянье.
Когда кипит морская гладь,
Корабль в плачевном состоянье.
Земля — корабль!
Но кто-то вдруг
За новой жизнью, новой славой
В прямую гущу бурь и вьюг
Ее направил величаво.
Ну кто ж из нас на палубе большой
Не падал, не блевал и не ругался?
Их мало, с опытной душой,
Кто крепким в качке оставался.
Тогда и я,
Под дикий шум,
Но зрело знающий работу,
Спустился в корабельный трюм,
Чтоб не смотреть людскую рвоту.
Тот трюм был —
Русским кабаком.
И я склонился над стаканом,
Чтоб, не страдая ни о ком,
Себя сгубить
В угаре пьяном.
Любимая!
Я мучил вас,
У вас была тоска
В глазах усталых:
Что я пред вами напоказ
Себя растрачивал в скандалах.
Но вы не знали,
Что в сплошном дыму,
В развороченном бурей быте
С того и мучаюсь,
Что не пойму,
Куда несет нас рок событий...
"
Есенин С.А.,Собаке Качалова,"Дай, Джим, на счастье лапу мне,
Такую лапу не видал я сроду.
Давай с тобой полаем при луне
На тихую, бесшумную погоду.
Дай, Джим, на счастье лапу мне.
Пожалуйста, голубчик, не лижись.
Пойми со мной хоть самое простое.
Ведь ты не знаешь, что такое жизнь,
Не знаешь ты, что жить на свете стоит.
Хозяин твой и мил и знаменит,
И у него гостей бывает в доме много,
И каждый, улыбаясь, норовит
Тебя по шерсти бархатной потрогать.
Ты по-собачьи дьявольски красив,
С такою милою доверчивой приятцей.
И, никого ни капли не спросив,
Как пьяный друг, ты лезешь целоваться.
Мой милый Джим, среди твоих гостей
Так много всяких и невсяких было.
Но та, что всех безмолвней и грустней,
Сюда случайно вдруг не заходила?
Она придет, даю тебе поруку.
И без меня, в ее уставясь взгляд,
Ты за меня лизни ей нежно руку
За все, в чем был и не был виноват."
Есенин С.А.,Узоры,"Девушка в светлице вышивает ткани,
На канве в узорах копья и кресты.
Девушка рисует мертвых на поляне,
На груди у мертвых — красные цветы.
Нежный шелк выводит храброго героя,
Тот герой отважный — принц ее души.
Он лежит, сраженный в жаркой схватке боя,
И в узорах крови смяты камыши.
Кончены рисунки. Лампа догорает.
Девушка склонилась. Помутился взор.
Девушка тоскует. Девушка рыдает.
За окошком полночь чертит свой узор.
Траурные косы тучи разметали,
В пряди тонких локон впуталась луна.
В трепетном мерцанье, в белом покрывале
Девушка, как призрак, плачет у окна."
Есенин С.А.,Хулиган,"Дождик мокрыми метлами чистит
Ивняковый помет по лугам.
Плюйся, ветер, охапками листьев,
Я такой же, как ты, хулиган.
Я люблю, когда синие чащи,
Как с тяжелой походкой волы,
Животами, листвой хрипящими,
По коленкам марают стволы.
Вот оно, мое стадо рыжее!
Кто ж воспеть его лучше мог?
Вижу, вижу, как сумерки лижут
Следы человечьих ног.
Русь моя, деревянная Русь!
Я один твой певец и глашатай.
Звериных стихов моих грусть
Я кормил резедой и мятой.
Взбрезжи, полночь, луны кувшин
Зачерпнуть молока берез!
Словно хочет кого придушить
Руками крестов погост!
Бродит черная жуть по холмам,
Злобу вора струит в наш сад,
Только сам я разбойник и хам
И по крови степной конокрад.
Кто видал, как в ночи кипит
Кипяченых черемух рать?
Мне бы в ночь в голубой степи
Где-нибудь с кистенем стоять.
Ах, увял головы моей куст,
Засосал меня песенный плен.
Осужден я на каторге чувств
Вертеть жернова поэм.
Но не бойся, безумный ветр,
Плюй спокойно листвой по лугам.
Не сотрет меня кличка «поэт»,
Я и в песнях, как ты, хулиган."
Есенин С.А.,Корова,"Дряхлая, выпали зубы,
Свиток годов на рогах.
Бил ее выгонщик грубый
На перегонных полях.
Сердце неласково к шуму,
Мыши скребут в уголке.
Думает грустную думу
О белоногом телке.
Не дали матери сына,
Первая радость не впрок.
И на колу под осиной
Шкуру трепал ветерок.
Скоро на гречневом свее,
С той же сыновней судьбой,
Свяжут ей петлю на шее
И поведут на убой.
Жалобно, грустно и тоще
В землю вопьются рога...
Снится ей белая роща
И травяные луга.
"
Есенин С.А.,Кузнец,"Душно в кузнице угрюмой,
И тяжел несносный жар,
И от визга и от шума
В голове стоит угар.
К наковальне наклоняясь,
Машут руки кузнеца,
Сетью красной рассыпаясь,
Вьются искры у лица.
Взор отважный и суровый
Блещет радугой огней,
Словно взмах орла, готовый
Унестись за даль морей...
Куй, кузнец, рази ударом,
Пусть с лица струится пот.
Зажигай сердца пожаром,
Прочь от горя и невзгод!
Закали свои порывы,
Преврати порывы в сталь
И лети мечтой игривой
Ты в заоблачную даль.
Там вдали, за черной тучей,
За порогом хмурых дней,
Реет солнца блеск могучий
Над равнинами полей.
Тонут пастбища и нивы
В голубом сиянье дня,
И над пашнею счастливо
Созревают зеленя.
Взвейся к солнцу с новой силой,
Загорись в его лучах.
Прочь от робости постылой,
Сбрось скорей постыдный страх."
Есенин С.А.,Пороша,"Еду. Тихо. Слышны звоны
Под копытом на снегу,
Только серые вороны
Расшумелись на лугу.
Заколдован невидимкой,
Дремлет лес под сказку сна,
Словно белою косынкой
Подвязалася сосна.
Понагнулась, как старушка,
Оперлася на клюку,
А над самою макушкой
Долбит дятел на суку.
Скачет конь, простору много,
Валит снег и стелет шаль.
Бесконечная дорога
Убегает лентой вдаль.
"
Есенин С.А.,Ямщик,"За ухабины степные
Мчусь я лентой пустырей.
Эй вы, соколы родные,
Выносите поскорей!
Низкорослая слободка
В повечерешнем дыму.
Заждалась меня красотка
В чародейном терему.
Светит в темень позолотой
Размалевана дуга.
Ой вы, санки-самолеты,
Пуховитые снега!
Звоны резки, звоны гулки,
Бубенцам в шлее не счет.
А как гаркну на проулке,
Выбегает весь народ.
Выйдут парни, выйдут девки
Славить зимни вечера,
Голосатые запевки
Не смолкают до утра.
"
Есенин С.А.,Восход солнца,"Загорелась зорька красная
В небе темно-голубом,
Полоса явилась ясная
В своем блеске золотом.
Лучи солнышка высоко
Отразили в небе свет.
И рассыпались далеко
От них новые в ответ.
Лучи ярко-золотые
Осветили землю вдруг.
Небеса уж голубые
Расстилаются вокруг."
Есенин С.А.,С добрым утром!,"Задремали звезды золотые,
Задрожало зеркало затона,
Брезжит свет на заводи речные
И румянит сетку небосклона.
Улыбнулись сонные березки,
Растрепали шелковые косы.
Шелестят зеленые сережки,
И горят серебряные росы.
У плетня заросшая крапива
Обрядилась ярким перламутром
И, качаясь, шепчет шаловливо:
«С добрым утром!»
"
Есенин С.А.,Поминки,"Заслонили ветлы сиротливо
Косниками мертвые жилища.
Словно снег, белеется коливо —
На помин небесным птахам пища.
Тащат галки рис с могилок постный,
Вяжут нищие над сумками бечевки.
Причитают матери и крестны,
Голосят невесты и золовки.
По камням, над толстым слоем пыли,
Вьется хмель, запутанный и клейкий.
Длинный поп в худой епитрахили
Подбирает черные копейки.
Под черед за скромным подаяньем
Ищут странницы отпетую могилу.
И поет дьячок за поминаньем:
«Раб усопших, господи, помилуй»."
Есенин С.А.,Звезды,"Звездочки ясные, звезды высокие!
Что вы храните в себе, что скрываете?
Звезды, таящие мысли глубокие,
Силой какою вы душу пленяете?
Частые звездочки, звездочки тесные!
Что в вас прекрасного, что в вас могучего?
Чем увлекаете, звезды небесные,
Силу великую знания жгучего?
И почему так, когда вы сияете,
Маните в небо, в объятья широкие?
Смотрите нежно так, сердце ласкаете,
Звезды небесные, звезды далекие!
"
Есенин С.А.,Лебедушка,"Из-за леса, леса темного,
Подымалась красна зорюшка,
Рассыпала ясной радугой
Огоньки-лучи багровые.
Загорались ярким пламенем
Сосны старые, могучие,
Наряжали сетки хвойные
В покрывала златотканые.
А кругом роса жемчужная
Отливала блестки алые,
И над озером серебряным
Камыши, склонясь, шепталися.
В это утро вместе с солнышком
Уж из тех ли темных зарослей
Выплывала, словно зоренька,
Белоснежная лебедушка.
Позади ватагой стройною
Подвигались лебежатушки,
И дробилась гладь зеркальная
На колечки изумрудные.
И от той ли тихой заводи,
Посередь того ли озера,
Пролегла струя далекая
Лентой темной и широкою.
Уплывала лебедь белая
По ту сторону раздольную,
Где к затону молчаливому
Прилегла трава шелковая.
У побережья зеленого,
Наклонив головки нежные,
Перешептывались лилии
С ручейками тихозвонными.
Как и стала звать лебедушка
Своих малых лебежатушек
Погулять на луг пестреющий,
Пощипать траву душистую.
Выходили лебежатушки
Теребить траву-муравушку,
И росинки серебристые,
Словно жемчуг, осыпалися.
А кругом цветы лазоревы
Распускали волны пряные
И, как гости чужедальние,
Улыбались дню веселому.
И гуляли детки малые
По раздолью по широкому,
А лебедка белоснежная,
Не спуская глаз, дозорила.
Пролетал ли коршун рощею,
Иль змея ползла равниною,
Гоготала лебедь белая,
Созывая малых детушек.
Хоронились лебежатушки
Под крыло ли материнское,
И когда гроза скрывалася,
Снова бегали-резвилися.
Но не чуяла лебедушка,
Не видала оком доблестным,
Что от солнца золотистого
Надвигалась туча черная —
Молодой орел под облаком
Расправлял крыло могучее
И бросал глазами молнии
На равнину бесконечную.
Видел он у леса темного,
На пригорке у расщелины,
Как змея на солнце выползла
И свилась в колечко, грелася.
И хотел орел со злобою
Как стрела на землю кинуться,
Но змея его заметила
И под кочку притаилася.
Взмахом крыл своих под облаком
Он расправил когти острые
И, добычу поджидаючи,
Замер в воздухе распластанный.
Но глаза его орлиные
Разглядели степь далекую,
И у озера широкого
Он увидел лебедь белую.
Грозный взмах крыла могучего
Отогнал седое облако,
И орел, как точка черная,
Стал к земле спускаться кольцами.
В это время лебедь белая
Оглянула гладь зеркальную
И на небе отражавшемся
Увидала крылья длинные.
Встрепенулася лебедушка,
Закричала лебежатушкам,
Собралися детки малые
И под крылья схоронилися.
А орел, взмахнувши крыльями,
Как стрела на землю кинулся,
И впилися когти острые
Прямо в шею лебединую.
Распустила крылья белые
Белоснежная лебедушка
И ногами помертвелыми
Оттолкнула малых детушек.
Побежали детки к озеру,
Понеслись в густые заросли,
А из глаз родимой матери
Покатились слезы горькие.
А орел когтями острыми
Раздирал ей тело нежное,
И летели перья белые,
Словно брызги, во все стороны.
Колыхалось тихо озеро,
Камыши, склонясь, шепталися,
А под кочками зелеными
Хоронились лебежатушки.
"
Есенин С.А.,Сиротка,"Маша — круглая сиротка.
Плохо, плохо Маше жить,
Злая мачеха сердито
Без вины ее бранит.
Неродимая сестрица
Маше места не дает,
Плачет Маша втихомолку
И украдкой слезы льет.
Не перечит Маша брани,
Не теряет дерзких слов,
А коварная сестрица
Отбивает женихов.
Злая мачеха у Маши
Отняла ее наряд,
Ходит Маша без наряда,
И ребята не глядят.
Ходит Маша в сарафане,
Сарафан весь из заплат,
А на мачехиной дочке
Бусы с серьгами гремят.
Сшила Маша на подачки
Сарафан себе другой
И на голову надела
Полушалок голубой.
Хочет Маша понарядней
В церковь божию ходить
И у мачехи сердитой
Просит бусы ей купить.
Злая мачеха на Машу
Засучила рукава,
На устах у бедной Маши
Так и замерли слова.
Вышла Маша, зарыдала,
Только некуда идти,
Побежала б на кладбище,
Да могилки не найти.
Замела седая вьюга
Поле снежным полотном,
По дороженькам ухабы,
И сугробы под окном.
Вышла Маша на крылечко,
Стало больно ей невмочь.
А кругом лишь воет ветер,
А кругом лишь только ночь.
Плачет Маша у крылечка,
Притаившись за углом,
И заплаканные глазки
Утирает рукавом.
Плачет Маша, крепнет стужа.
Злится дедушка-мороз,
А из глаз ее, как жемчуг,
Вытекают капли слез.
Вышел месяц из-за тучек,
Ярким светом заиграл.
Видит Маша — на приступке
Кто-то бисер разметал.
От нечаянного счастья
Маша глазки подняла
И застывшими руками
Крупный жемчуг собрала.
Только Маша за колечко
Отворяет дверь рукой,  —
А с высокого сугроба
К ней бежит старик седой.
«Эй, красавица, постой-ка,
Замела совсем пурга!
Где-то здесь вот на крылечке
Позабыл я жемчуга».
Маша с тайною тревогой
Робко глазки подняла
И сказала, запинаясь:
«Я их в фартук собрала».
И из фартука стыдливо,
Заслонив рукой лицо,
Маша высыпала жемчуг
На обмерзшее крыльцо.
«Стой, дитя, не сыпь, не надо,  —
Говорит старик седой,  —
Это бисер ведь на бусы,
Это жемчуг, Маша, твой».
Маша с радости смеется,
Закраснелася, стоит,
А старик, склонясь над нею,
Так ей нежно говорит:
«О дитя, я видел, видел,
Сколько слез ты пролила
И как мачеха лихая
Из избы тебя гнала.
А в избе твоя сестрица
Любовалася собой
И, расчесывая косы,
Хохотала над тобой.
Ты рыдала у крылечка,
А кругом мела пурга,
Я в награду твои слезы
Заморозил в жемчуга.
За тебя, моя родная,
Стало больно мне невмочь
И озлобленным дыханьем
Застудил я мать и дочь.
Вот и вся моя награда
За твои потоки слез...
Я ведь, Маша, очень добрый,
Я ведь дедушка-мороз».
И исчез мороз трескучий...
Маша жемчуг собрала
И, прислушиваясь к вьюге,
Постояла и ушла.
Утром Маша рано-рано
Шла могилушку копать,
В это время царедворцы
Шли красавицу искать.
Приказал король им строго
Обойти свою страну
И красавицу собою
Отыскать себе жену.
Увидали они Машу,
Стали Маше говорить,
Только Маша порешила
Прежде мертвых схоронить.
Тихо справили поминки,
На душе утихла боль,
И на Маше, на сиротке,
Повенчался сам король."
Есенин С.А.,Пушкину,"Мечтая о могучем даре
Того, кто русской стал судьбой,
Стою я на Тверском бульваре,
Стою и говорю с собой.
Блондинистый, почти белесый,
В легендах ставший как туман,
О Александр! Ты был повеса,
Как я сегодня хулиган.
Но эти милые забавы
Не затемнили образ твой,
И в бронзе выкованной славы
Трясешь ты гордой головой.
А я стою, как пред причастьем,
И говорю в ответ тебе:
Я умер бы сейчас от счастья,
Сподобленный такой судьбе.
Но, обреченный на гоненье,
Еще я долго буду петь...
Чтоб и мое степное пенье
Сумело бронзой прозвенеть."
Есенин С.А.,Молитва матери,"На краю деревни старая избушка,
Там перед иконой молится старушка.
Молитва старушки сына поминает,
Сын в краю далеком родину спасает.
Молится старушка, утирает слезы,
А в глазах усталых расцветают грезы.
Видит она поле, поле перед боем,
Где лежит убитым сын ее героем.
На груди широкой брызжет кровь, что пламя,
А в руках застывших вражеское знамя.
И от счастья с горем вся она застыла,
Голову седую на руки склонила.
И закрыли брови редкие сединки,
А из глаз, как бисер, сыплются слезинки."
Есенин С.А.,Капли,"Капли жемчужные, капли прекрасные,
Как хороши вы в лучах золотых,
И как печальны вы, капли ненастные,
Осенью черной на окнах сырых.
Люди веселые в жизни забвения,
Как велики вы в глазах у других
И как вы жалки во мраке падения,
Нет утешенья вам в мире живых.
Капли осенние, сколько наводите
На душу грусти вы чувства тяжелого.
Тихо скользите по стеклам и бродите,
Точно как ищете что-то веселого.
Люди несчастные, жизнью убитые,
С болью в душе вы свой век доживаете.
Милое прошлое, вам не забытое,
Часто назад вы его призываете."
Некрасов Н.А.,Букинист,"А вот еще изданье. Страсть
Как грязно! Впрочем, ваша власть —
Взять иль не взять. Мне всё равно,
Найти купца немудрено.
Одно заметил я давно,
Что, как зазубрина на плуге,
На книге каждое пятно —
Немой свидетель о заслуге.
"
Некрасов Н.А.,Маша,"Белый день занялся над столицей,
Сладко спит молодая жена,
Только труженик муж бледнолицый
Не ложится — ему не до сна!
Завтра Маше подруга покажет
Дорогой и красивый наряд...
Ничего ему Маша не скажет,
Только взглянет... убийственный взгляд!
В ней одной его жизни отрада,
Так пускай в нем не видит врага:
Два таких он ей купит наряда,
А столичная жизнь дорога!
Есть, конечно, прекрасное средство:
Под рукою казенный сундук;
Но испорчен он был с малолетства
Изученьем опасных наук.
Человек он был новой породы:
Исключительно честь понимал
И безгрешные даже доходы
Называл воровством, либерал!
Лучше жить бы хотел он попроще,
Не франтить, не тянуться бы в свет, —
Да обидно покажется теще,
Да осудит богатый сосед!
Всё бы вздор... только с Машей не сладишь,
Не втолкуешь — глупа, молода!
Скажет: «Так за любовь мою платишь!»
Нет! упреки тошнее труда!
И кипит-поспевает работа,
И болит-надрывается грудь...
Наконец наступила суббота:
Вот и праздник — пора отдохнуть!
Он лелеет красавицу Машу,
Выпив полную чашу труда,
Наслаждения полную чашу
Жадно пьет... и он счастлив тогда!
Если дни его полны печали,
То минуты порой хороши,
Но и самая радость едва ли
Не вредна для усталой души.
Скоро в гроб его Маша уложит,
Проклянет свой сиротский удел
И, бедняжка! ума не приложит,
Отчего он так скоро сгорел?"
Некрасов Н.А.,Дома — лучше!,"В Европе удобно, но родины ласки
Ни с чем не сравнимы. Вернувшись домой,
В телегу спешу пересесть из коляски
И марш на охоту! Денек недурной,
Под солнцем осенним родная картина
Отвыкшему глазу нова...
О матушка Русь! ты приветствуешь сына
Так нежно, что кругом идет голова!
Твои мужики на меня выгоняли
Зверей из лесов целый день,
А ночью возвратный мой путь освещали
Пожары твоих деревень.
"
Некрасов Н.А.,Ванька,"Смешная сцена! Ванька-дуралей,
Чтоб седока промыслить побогаче,
Украдкой чистит бляхи на своей
Ободранной и заморенной кляче.
Не так ли ты, продажная краса,
Себе придать желая блеск фальшивый,
Старательно взбиваешь волоса
На голове, давно полуплешивой?
Но оба вы — извозчик-дуралей
И ты, смешно причесанная дама, —
Вы пробуждаете не смех в душе моей —
Мерещится мне всюду драма."
Некрасов Н.А.,Приметы,"Видно, вновь в какой нелепости
Молодежь уличена, —
На квартиры подле крепости
Поднимается цена.
Каждый день старушки бледные
Наезжают в гости к нам
И берут лачужки бедные
По неслыханным ценам.
Оживает наша тихая
Палестина, — к Рождеству
Разоденусь, как купчиха, я
И копейку наживу."
Некрасов Н.А.,В больнице,"Вот и больница. Светя, показал
В угол нам сонный смотритель.
Трудно и медленно там угасал
Честный бедняк сочинитель.
Мы попрекнули невольно его,
Что, зануждавшись в столице,
Не известил он друзей никого,
А приютился в больнице...
«Что за беда, — он шутя отвечал, —
Мне и в больнице покойно.
Я всё соседей моих наблюдал:
Многое, право, достойно
Гоголя кисти. Вот этот субъект,
Что меж кроватями бродит, —
Есть у него превосходный проект,
Только — беда! не находит
Денег... а то бы давно превращал
Он в бриллианты крапиву.
Он покровительство мне обещал
И миллион на разживу!
Вот старикашка актер: на людей
И на судьбу негодует;
Перевирая, из старых ролей
Всюду двустишия сует;
Он добродушен, задорен и мил,
Жалко — уснул (или умер?) —
А то бы верно он вас посмешил...
Смолк и семнадцатый нумер!
А как он бредил деревней своей,
Как, о семействе тоскуя,
Ласки последней просил у детей,
А у жены поцелуя!
Не просыпайся же, бедный больной!
Так в забытьи и умри ты...
Очи твои не любимой рукой —
Сторожем будут закрыты!
Завтра дежурные нас обойдут,
Саваном мертвых накроют,
Счетом в мертвецкий покой отнесут,
Счетом в могилу зароют.
И уж тогда не являйся жена,
Чуткая сердцем, в больницу —
Бедного мужа не сыщет она,
Хоть раскопай всю столицу!
Случай недавно ужасный тут был:
Пастор какой-то немецкой
К сыну приехал — и долго ходил...
„Вы поищите в мертвецкой“, —
Сторож ему равнодушно сказал;
Бедный старик пошатнулся,
В страшном испуге туда побежал,
Да, говорят, и рехнулся!
Слезы ручьями текут по лицу,
Он между трупами бродит:
Молча заглянет в лицо мертвецу,
Молча к другому подходит...
Впрочем, не вечно чужою рукой
Здесь закрываются очи.
Помню: с прошибенной в кровь головой
К нам привели среди ночи
Старого вора — в остроге его
Буйный товарищ изранил.
Он не хотел исполнять ничего,
Только грозил и буянил.
Наша сиделка к нему подошла,
Вздрогнула вдруг — и ни слова...
В странном молчанье минута прошла:
Смотрят один на другого!
Кончилось тем, что угрюмый злодей,
Пьяный, обрызганный кровью,
Вдруг зарыдал — перед первой своей,
Светлой и честной любовью.
(Смолоду знали друг друга они...)
Круто старик изменился:
Плачет да молится целые дни,
Перед врачами смирился.
Не было средства, однако, помочь...
Час его смерти был странен
(Помню я эту печальную ночь):
Он уже был бездыханен,
А всепрощающий голос любви,
Полный мольбы бесконечной,
Тихо над ним раздавался: „Живи,
Милой, желанной, сердечной!“
Всё, что имела она, продала —
С честью его схоронила.
Бедная! как она мало жила!
Как она много любила!
А что любовь ей дала, кроме бед,
Кроме печали и муки?
Смолоду — стыд, а на старости лет —
Ужас последней разлуки!..
Есть и писатели здесь, господа.
Вот посмотрите: украдкой,
Бледен и робок, подходит сюда
Юноша с толстой тетрадкой.
С юга пешком привела его страсть
В дальнюю нашу столицу —
Думал бедняга в храм славы попасть —
Рад, что попал и в больницу!
Всем он читал свой ребяческий бред —
Было тут смеху и шуму!
Я лишь один не смеялся... о нет!
Думал я горькую думу.
Братья-писатели! в нашей судьбе
Что-то лежит роковое:
Если бы все мы, не веря себе,
Выбрали дело другое —
Не было б точно, согласен и я,
Жалких писак и педантов —
Только бы не было также, друзья,
Скоттов, Шекспиров и Дантов!
Чтоб одного возвеличить, борьба
Тысячи слабых уносит —
Даром ничто не дается: судьба
Жертв искупительных просит».
Тут наш приятель глубоко вздохнул,
Начал метаться тревожно;
Мы посидели, пока он уснул, —
И разошлись осторожно..."
Некрасов Н.А.,Тишина,"Всё рожь кругом, как степь живая,
Ни за́мков, ни морей, ни гор...
Спасибо, сторона родная,
За твой врачующий простор!
За дальним Средиземным морем,
Под небом ярче твоего,
Искал я примиренья с горем,
И не нашел я ничего!
Я там не свой: хандрю, немею,
Не одолев мою судьбу,
Я там погнулся перед нею,
Но ты дохнула — и сумею,
Быть может, выдержать борьбу!
Я твой. Пусть ропот укоризны
За мною по пятам бежал,
Не небесам чужой отчизны —
Я песни родине слагал!
И ныне жадно поверяю
Мечту любимую мою
И в умиленье посылаю
Всему привет... Я узнаю
Суровость рек, всегда готовых
С грозою выдержать войну,
И ровный шум лесов сосновых,
И деревенек тишину,
И нив широкие размеры...
Храм божий на горе мелькнул
И детски чистым чувством веры
Внезапно на душу пахнул.
Нет отрицанья, нет сомненья,
И шепчет голос неземной:
Лови минуту умиленья,
Войди с открытой головой!
Как ни тепло чужое море,
Как ни красна чужая даль,
Не ей поправить наше горе,
Размыкать русскую печаль!
Храм воздыханья, храм печали —
Убогий храм земли твоей:
Тяжеле стонов не слыхали
Ни римский Петр, ни Колизей!
Сюда народ, тобой любимый,
Своей тоски неодолимой
Святое бремя приносил —
И облегченный уходил!
Войди! Христос наложит руки
И снимет волею святой
С души оковы, с сердца муки
И язвы с совести больной...
Я внял... я детски умилился...
И долго я рыдал и бился
О плиты старые челом,
Чтобы простил, чтоб заступился,
Чтоб осенил меня крестом
Бог угнетенных, бог скорбящих,
Бог поколений, предстоящих
Пред этим скудным алтарем!"
Некрасов Н.А.,Поэту,"Где вы — певцы любви, свободы, мира
И доблести?.. Век «крови и меча»!
На трон земли ты посадил банкира,
Провозгласил героем палача...
Толпа гласит: «Певцы не нужны веку!»
И нет певцов... Замолкло божество...
О, кто ж теперь напомнит человеку
Высокое призвание его?..
Прости слепцам, художник вдохновенный,
И возвратись!.. Волшебный факел свой,
Погашенный рукою дерзновенной,
Вновь засвети над гибнущей толпой!
Вооружись небесными громами!
Наш падший дух взнеси на высоту,
Чтоб человек не мертвыми очами
Мог созерцать добро и красоту...
Казни корысть, убийство, святотатство!
Сорви венцы с предательских голов,
Увлекших мир с пути любви и братства,
Стяжанного усильями веков,
На путь вражды!.. В его дела и чувства
Гармонию внести лишь можешь ты.
В твоей груди, гонимый жрец искусства,
Трон истины, любви и красоты."
Некрасов Н.А.,Муж и жена,"«Глашенька! Пустошь Ивашево —
Треть состояния нашего:
Не продавай ее, ангельчик мой!
Выдай обратно задаток...»
Слезы, нервический хохот, припадок:
— Я задолжала — и срок за спиной... —
«Глаша, не плачь! я — хозяин плохой.
Делай что хочешь со мной.
Сердце мое, исходящее кровью,
Всевыносящей любовью
Полно, друг мой!»
«Глаша! волнует и мучит
Чувство ревнивое душу мою.
Этот учитель, что Петеньку учит...»
— Так! муженька узнаю!
О, если б знал ты, как зол ты и гадок. —
Слезы, нервический хохот, припадок...
«Знаю, прости! Я — ревнивец большой!
Делай что хочешь со мной.
Сердце мое, исходящее кровью,
Всевыносящей любовью
Полно, друг мой!»
«Глаша! как часто ты нынче гуляешь;
Ты хоть сегодня останься со мной.
Много скопилось работы, — ты знаешь,
Чтоб одолеть ее, нужен покой!»
Слезы, нервический хохот, припадок...
«Глаша, иди! Я — безумец, я гадок,
Я — эгоист бессердечный и злой,
Делай что хочешь со мной.
Сердце мое, исходящее кровью,
Всевыносящей любовью
Полно, друг мой!»"
Некрасов Н.А.,З⟨и⟩не,"Двести уж дней,
Двести ночейA
Муки мои продолжаются;
Ночью и днем
В сердце твоем
Стоны мои отзываются,
Двести уж дней,
Двести ночей!
Темные зимние дни,
Ясные зимние ночи...
З⟨и⟩на! закрой утомленные очи!
З⟨и⟩на! усни!
"
Некрасов Н.А.,До сумерек,"Ветер что-то удушлив не в меру,
В нем зловещая нота звучит,
Всё холеру — холеру — холеру —
Тиф и всякую немочь сулит!
Все больны, торжествует аптека
И варит свои зелья гуртом;
В целом городе нет человека,
В ком бы желчь не кипела ключом;
Муж, супругою страстно любимый,
В этот день не понравится ей,
И преступник, сегодня судимый,
Вдвое больше получит плетей.
Всюду встретишь жестокую сцену, —
Полицейский, не в меру сердит,
Тесаком, как в гранитную стену,
В спину бедного Ваньки стучит.
Чу! визгливые стоны собаки!
Вот сильней, — видно, треснули вновь.
Стали греться — догрелись до драки
Два калашника... хохот — и кровь!"
Некрасов Н.А.,Сущность,"Если в душе твоей ясны
Типы добра и любви.
В мире все темы прекрасны,
Музу смелее зови.
Муза тебя посетила:
Смутно блуждает твой взор!
В первом наитии сила!
Брось начатой разговор.
"
Некрасов Н.А.,Форма,"Форме дай щедрую дань
Временем: важен в поэме
Стиль, отвечающий теме.
Стих, как монету, чекань
Строго, отчетливо, честно,
Правилу следуй упорно:
Чтобы словам было тесно,
Мыслям — просторно."
Некрасов Н.А.,Перед дождем,"Заунывный ветер гонит
Стаю туч на край небес.
Ель надломленная стонет,
Глухо шепчет темный лес.
На ручей, рябой и пестрый,
За листком летит листок,
И струей сухой и острой
Набегает холодок.
Полумрак на всё ложится;
Налетев со всех сторон,
С криком в воздухе кружится
Стая галок и ворон.
Над проезжей таратайкой
Спущен верх, перед закрыт;
И «пошел!» — привстав с нагайкой,
Ямщику жандарм кричит..."
